national_id,full_name,dob,nationality,is_blacklisted,past_default,credit_history_years
32521107928,Bui Gia Nghia,10/7/1942,Vietnam,0,0,0
29173090968,To Xuan Nhan,2/19/1986,Vietnam,0,0,0
46403256554,Phung My Nhat,4/6/2005,Vietnam,1,1,1
34355469695,Ho Dinh Thinh,9/9/1968,Vietnam,1,1,1
50983453296,Mac Tuan Khoa,3/3/1983,Vietnam,0,0,0
24442899384,Truong Tuyet Giang,11/30/1965,Vietnam,1,1,14
55155996098,Truong Thanh Mai,3/15/1971,Vietnam,1,1,6
35611768586,Phan Gia Mai,3/10/1983,Vietnam,1,1,7
60994464075,Lam Tuan Nam,1/23/1969,Vietnam,1,0,12
90200067448,Dao Thuy Mai,10/13/1994,Vietnam,1,1,8
71935316294,Duong Thi Lan,7/4/2005,Vietnam,0,0,2
88111817406,Dinh Huy Nhan,12/16/1978,Vietnam,1,0,12
46745018381,Kieu Thuy Linh,11/9/1981,Vietnam,0,0,4
19571421365,Huynh Tuyet Toan,7/12/1968,Vietnam,0,0,1
28218346661,Pham Duc Hieu,11/17/1988,Vietnam,1,1,3
66288368423,Pham Dinh Quy,11/9/1987,Vietnam,0,0,0
82555646753,Ngo Hoang Khoa,10/25/2006,Vietnam,0,0,0
28958074979,Pham Phuc Nhat,7/27/2005,Vietnam,1,1,1
39856160979,Doan Quang Khoa,10/11/1986,Vietnam,0,0,6
47243910598,Mac Phuong Binh,4/16/1983,Vietnam,1,1,1
88430520535,Tran Diem Nghia,3/28/1972,Vietnam,1,0,8
98864967298,Pham Thanh Son,9/6/1982,Vietnam,0,0,0
82373399298,Do Nhu My,6/3/1998,Vietnam,1,1,4
89690589202,Tran Van Nghia,4/10/1994,Vietnam,0,0,0
93101676145,Phan Hoang Thang,4/25/1998,Vietnam,0,0,4
59269389468,Ngo Manh Tai,11/7/1972,Vietnam,0,0,0
28305464141,Tran Nhu Cuong,6/19/1994,Vietnam,0,0,4
65204636764,Le Nhu Kien,1/9/1990,Vietnam,0,0,0
79250671271,Vu Anh Quy,8/13/1984,Vietnam,1,1,6
30092849404,Tran Thi Nhat,4/12/1968,Vietnam,1,1,2
63835636697,Ly Huu Tu,2/12/1978,Vietnam,0,0,0
21319098756,Vu Tien Nam,3/8/1978,Vietnam,1,1,4
39786984169,Tran Huu Toan,4/22/1983,Vietnam,1,1,9
44535641747,Mac Quoc Hoa,1/30/1992,Vietnam,0,0,13
35764967419,Chau Huy Dung,11/5/1978,Vietnam,1,1,10
22477810631,Nguyen Tien Tai,11/7/1936,Vietnam,0,0,12
77673558413,Doan Tien Tu,3/24/1973,Vietnam,1,1,8
15818605149,Vu Dinh Quy,9/2/1975,Vietnam,1,1,7
22367895719,Trinh Thu Thinh,1/23/1960,Vietnam,0,0,7
87124150519,Le Gia Nhan,10/11/1965,Vietnam,0,0,18
22592080281,Doan Tuan Dung,6/27/2000,Vietnam,1,0,1
97306049230,Mai Manh Nam,11/18/1962,Vietnam,0,0,0
10198245865,Tran Phuc Lan,9/7/1999,Vietnam,1,1,6
74662129206,Mac Diem Yen,1/22/1937,Vietnam,0,0,0
95362030153,Dang Duc Dung,8/11/1978,Vietnam,1,1,16
65914376613,Hoang Nhu Kien,1/5/1995,Vietnam,1,1,4
13367369779,Kieu Hoang Trang,6/9/1981,Vietnam,0,0,0
58669142185,Dao Tuyet Hieu,8/10/1968,Vietnam,1,1,11
45714938454,Ngo Ngoc Dat,7/13/1973,Vietnam,1,0,8
78334629358,Dao Huy Dung,7/14/1933,Vietnam,0,0,10
16331071883,Tran Phuong Quy,8/8/2002,Vietnam,1,1,2
94652193886,Ngo Huy Khang,12/18/1947,Vietnam,1,0,6
85108734258,Pham Bao Binh,4/23/2004,Vietnam,0,0,0
47634452912,Bui Tuan Cuong,11/4/2000,Vietnam,0,0,2
14968737005,Lam Phuc Dung,4/2/1991,Vietnam,1,0,2
45407468872,Truong Hoang Trang,1/22/1981,Vietnam,0,0,0
90460815351,Ngo Manh Mai,12/19/1961,Vietnam,1,0,13
63315736338,Ngo Quang Binh,7/6/1993,Vietnam,1,1,1
59097497197,Dinh Anh Phuc,3/5/1962,Vietnam,0,0,0
94398070806,To Phuc Diep,11/24/1938,Vietnam,1,1,2
56245954532,Dao Dinh Dung,3/29/1999,Vietnam,0,0,0
52646099330,To Phuong Tai,12/9/1983,Vietnam,0,0,2
27586443601,To Huu Yen,7/3/1972,Vietnam,0,0,3
87001455672,Vu Thu Binh,1/3/1993,Vietnam,1,1,2
57483460216,Ho Huy Thinh,8/22/1977,Vietnam,1,0,16
24956647704,Tran Hoang Khoa,7/7/1973,Vietnam,1,1,1
97070677391,Vo Quang Trang,1/21/1979,Vietnam,0,0,0
78949161645,Ho Xuan Khang,6/9/2001,Vietnam,1,1,1
29483044652,Le Nhu Dat,11/27/1939,Vietnam,0,0,15
57836551041,Lam Thanh Dung,7/13/1981,Vietnam,0,0,0
26645837738,Dao Bao Linh,2/4/1990,Vietnam,1,1,1
86194235944,Ngo Gia Trang,5/20/1971,Vietnam,1,0,16
91523873651,Chau Thu Huong,2/24/1994,Vietnam,1,1,1
28526115936,Doan Thi Thang,3/5/1991,Vietnam,0,0,0
58901335145,Ho Xuan Cuong,1/17/1953,Vietnam,0,0,0
31266303076,Pham Quoc Toan,12/3/2002,Vietnam,1,1,5
94376713442,Dang Phuong Tai,4/8/1952,Vietnam,0,0,19
69473854271,Doan Manh Cuong,1/3/1969,Vietnam,0,0,0
18235342716,Truong Duc Nhan,9/4/2006,Vietnam,1,0,2
29141494497,Tran Xuan Quy,3/22/1935,Vietnam,0,0,15
75233309570,Dang Van Dat,7/20/2001,Vietnam,1,0,1
72255318271,Dang Ngoc Nam,8/14/1997,Vietnam,0,0,3
14891975219,Ly Huy Hoa,3/12/2008,Vietnam,0,0,0
46935095335,Nguyen Tien Anh,8/11/1974,Vietnam,1,1,2
64940905724,Ho Quang Linh,1/5/1938,Vietnam,0,0,0
84360204222,Mac Tuan Giang,6/2/1947,Vietnam,1,0,4
25548367291,Pham Thanh Mai,1/28/1948,Vietnam,1,1,10
23555109456,Phung Duc Thang,4/30/2004,Vietnam,1,1,1
86487396393,Duong Nhu Khoa,7/16/1989,Vietnam,1,0,4
46628563983,Vu Thuy My,5/29/1988,Vietnam,0,0,0
99022103280,Pham Duc Thao,7/7/1965,Vietnam,1,0,2
49031258721,Vo Phuc Nhan,3/5/1963,Vietnam,0,0,0
39115748815,To Thi Linh,9/30/1998,Vietnam,1,1,4
26178251255,Phan Minh Phong,3/3/1937,Vietnam,0,0,19
71744962326,Doan Tuyet Khang,4/10/1992,Vietnam,1,1,5
66924704527,Truong Dinh Yen,12/14/1930,Vietnam,0,0,10
68731076165,Ngo Thu Linh,7/22/2000,Vietnam,1,0,1
40686144427,Do Huu Thang,1/9/1995,Vietnam,1,1,1
38420081829,Phung Duc Vy,4/20/1969,Vietnam,0,0,0
95621155747,Mai Phuc Yen,5/28/1987,Vietnam,1,1,2
83702731446,Hoang Quoc Binh,6/26/1998,Vietnam,1,1,2
79270509374,Vo Phuc Loc,5/2/1962,Vietnam,0,0,0
35244002801,Lam Ngoc Diep,4/22/1974,Vietnam,0,0,19
95785372554,Nguyen Huu Son,12/16/1996,Vietnam,1,1,2
27830650186,Truong Quoc Trung,9/30/1969,Vietnam,0,0,0
15063858165,Vu Huu Diep,7/31/2004,Vietnam,1,0,1
60517736816,Nguyen Huy Hoa,4/11/1960,Vietnam,1,0,1
24384309939,Vu Thanh Ha,1/9/1987,Vietnam,0,0,2
25149691828,Ly Huu Loc,11/6/1961,Vietnam,0,0,6
49789914586,Kieu Huy Trang,9/30/1980,Vietnam,0,0,6
11460448977,Nguyen Tuyet Dat,1/5/1974,Vietnam,0,0,9
76515160647,Vo Quang Kien,1/11/1989,Vietnam,1,1,2
42228468841,Duong Nhu Trung,8/10/1989,Vietnam,1,1,1
13307884110,Dao Dinh Vy,11/9/1985,Vietnam,1,0,4
15932667549,Le My Phuc,5/18/1983,Vietnam,1,0,3
86338500030,Trinh Gia Phuc,7/7/2001,Vietnam,1,0,2
79657638820,Mac Huy Thang,5/1/1964,Vietnam,1,1,3
71548985761,Phan Nhu Cuong,2/8/1991,Vietnam,0,0,0
14355304062,Doan Tuyet Hieu,10/8/2004,Vietnam,0,0,0
85263887977,Phan Tien Loc,1/18/2005,Vietnam,1,1,1
15562580363,Tran Quoc Huong,2/20/1979,Vietnam,1,0,1
97915047620,Huynh Thi Trang,2/13/1987,Vietnam,0,0,0
97622894812,Ho Hoang Giang,10/12/1961,Vietnam,1,1,7
93826124154,Lam Quang Kien,4/2/2007,Vietnam,1,0,1
55995602374,Chau Diem Quy,11/16/2000,Vietnam,0,0,0
39932215785,Bui Gia Toan,2/7/1967,Vietnam,1,1,16
19717022915,Bui Xuan Phuc,1/5/2003,Vietnam,0,0,1
56520626180,Tran Duc Nhan,5/4/1984,Vietnam,1,1,12
71644730916,Do Thanh My,8/18/2006,Vietnam,0,0,0
56426219639,Dinh Phuong Anh,1/21/1982,Vietnam,1,0,6
67929530769,Lam Huu Nghia,9/13/1975,Vietnam,1,0,24
88180419394,Phan Duc Khoa,7/14/1966,Vietnam,0,0,0
27313019315,Bui Diem Thao,4/7/1967,Vietnam,0,0,0
86356370525,Bui Ngoc Ha,1/29/1953,Vietnam,1,0,17
64179237881,Trinh Bao Phuc,1/23/1991,Vietnam,1,1,1
94399540848,Vu Gia Vy,2/14/1988,Vietnam,0,0,4
72675276101,Le Phuc Hoa,5/14/1960,Vietnam,0,0,0
61690204889,Mai Ngoc Yen,10/23/2007,Vietnam,0,0,0
96907118742,Vu Phuong Nhat,12/3/1982,Vietnam,0,0,10
25594430271,Le Nhu Ha,9/30/1993,Vietnam,0,0,0
25178760880,Le Tuyet Mai,10/25/1960,Vietnam,0,0,1
65260134600,Dao Nhu Dung,5/28/1984,Vietnam,1,1,7
81113171356,Do Phuong Quy,10/12/1998,Vietnam,0,0,3
87461406160,Mai Diem Thao,3/13/1987,Vietnam,1,1,8
54110497547,Duong Dinh Hoa,6/19/1935,Vietnam,0,0,0
37234325802,Dao Tuyet Nhat,10/22/2007,Vietnam,1,0,1
97053946782,Pham Huu Thinh,7/12/1962,Vietnam,1,1,10
64418320663,Do Huy Diep,12/21/2004,Vietnam,1,0,1
44114973233,Ngo Phuc Linh,2/17/1945,Vietnam,0,0,0
47047321138,Huynh Tuan Dat,1/7/1967,Vietnam,1,1,2
98065985244,Dao Phuc Hieu,7/5/1977,Vietnam,0,0,3
58721265401,Ho Diem Trung,3/31/1974,Vietnam,0,0,1
80055953622,Hoang Phuong Hieu,10/8/2006,Vietnam,1,0,1
35235505574,Doan Anh Phong,10/19/1977,Vietnam,1,0,14
88212273724,Vu Tien Cuong,12/15/2003,Vietnam,0,0,0
90086927080,Dinh Hoang Phuc,4/19/1961,Vietnam,0,0,0
27802986023,Mac Phuong Khoa,6/9/1959,Vietnam,0,0,29
35824099716,Lam Manh Trang,10/17/1981,Vietnam,1,1,19
94706288257,Vo Dinh Khoa,7/26/1979,Vietnam,0,0,0
36934911135,Phung Phuong Mai,9/6/1984,Vietnam,1,0,2
73044523981,Truong Thuy My,12/11/1951,Vietnam,1,0,6
61341077727,Lam Quoc Ha,4/6/2005,Vietnam,0,0,1
76824151610,Mai Ngoc Nam,12/1/1961,Vietnam,1,0,6
73957779975,Nguyen Phuc Linh,1/28/1976,Vietnam,1,0,12
20777123209,Phan Thuy Kien,10/14/1979,Vietnam,1,1,18
18041456480,Dang Quang Nghia,8/25/1965,Vietnam,1,1,1
71568645915,Phung Dinh My,2/1/1998,Vietnam,1,1,1
29356082199,Vu My Dat,8/3/1982,Vietnam,0,0,0
54863686173,Trinh Thi Tu,9/10/1944,Vietnam,1,1,16
78972154009,Doan Thi Anh,3/20/1961,Vietnam,0,0,0
75624015374,Mai Minh Trung,12/30/1962,Vietnam,1,1,18
54775056424,Ngo Phuong Ha,10/16/1997,Vietnam,0,0,0
22554745328,Phung Manh Son,6/25/1950,Vietnam,1,1,7
75635469883,Mac Hoang Nhan,2/6/1931,Vietnam,1,1,2
16085700939,Pham Thanh Nam,3/7/1977,Vietnam,1,1,4
17643611631,Doan Thu Tu,9/19/1963,Vietnam,1,1,11
97393226082,Mac Thi Thinh,12/16/1986,Vietnam,1,1,7
94730988953,Pham Huy Yen,6/18/1961,Vietnam,1,0,6
41717681585,Bui Thuy Hieu,8/1/1979,Vietnam,0,0,0
21598273404,Hoang Thuy Huong,7/19/1951,Vietnam,0,0,9
13039754904,Vu Quoc Loc,3/1/1993,Vietnam,1,0,5
12650652555,Ly Anh Mai,12/25/1983,Vietnam,1,1,12
79065505394,Trinh Thi Yen,4/16/1970,Vietnam,0,0,9
77800258325,Dao Van Hoa,2/27/1987,Vietnam,1,0,4
56966461029,Vu Ngoc Thao,3/6/1968,Vietnam,0,0,0
88384572867,Dinh Quang Anh,12/11/1949,Vietnam,1,1,4
24616238819,Phan Huu Anh,3/19/1986,Vietnam,1,1,16
71135610880,Bui Manh Hoa,6/14/1953,Vietnam,1,1,14
50175594158,Nguyen Nhu Nhat,5/30/1958,Vietnam,0,0,0
78531617100,Phung Van Nam,2/1/1996,Vietnam,0,0,3
23671986686,Nguyen Dinh Tai,3/29/1971,Vietnam,1,1,15
92663156838,Vo Hoang Khang,4/3/1994,Vietnam,1,1,12
63475424471,Lam Van Binh,2/19/1997,Vietnam,1,1,2
97744709709,Huynh Phuc Linh,4/9/1967,Vietnam,0,0,0
81645771385,Phung Anh Loc,4/3/2008,Vietnam,0,0,0
54229523873,Ngo Thanh Thao,10/20/2006,Vietnam,0,0,0
31767930067,Hoang My Khang,1/20/1976,Vietnam,1,1,6
77707514722,Mai Tuyet Nam,2/13/1965,Vietnam,1,1,3
99663153533,Vu Tuyet Dat,12/7/1961,Vietnam,0,0,2
61842787289,Phung Thu Trung,1/8/1978,Vietnam,1,1,6
37122083023,Doan Thanh Phong,7/26/2007,Vietnam,1,1,1
48702659465,Ly Tuan Kien,3/8/2005,Vietnam,0,0,0
46176261843,Trinh Hoang Nghia,7/6/1980,Vietnam,1,1,2
95708089667,Tran Quang Tai,1/5/1978,Vietnam,0,0,0
49409942904,Lam Nhu Tai,12/29/2008,Vietnam,0,0,0
35113334880,Hoang Hoang Hieu,6/10/1995,Vietnam,1,1,5
33296677648,Mac Dinh Ha,4/2/1942,Vietnam,1,1,3
26510494060,Doan Dinh Loc,8/29/1966,Vietnam,1,1,18
18243815892,Huynh Gia Phong,9/9/2005,Vietnam,1,1,2
68237867983,Do Diem Nam,3/19/1961,Vietnam,0,0,0
82926558406,Vu Thi Giang,12/29/1965,Vietnam,1,1,1
34819991654,Doan Van Tai,2/19/2007,Vietnam,1,1,1
73003680227,Tran Quang Toan,9/6/1932,Vietnam,1,1,1
99061849231,Trinh Phuong Hoa,5/14/1966,Vietnam,1,1,11
47098773128,Dao Duc Yen,2/8/1998,Vietnam,0,0,0
13830885497,Tran Diem Quy,6/10/1976,Vietnam,0,0,0
78456255614,Do Dinh Kien,6/27/2001,Vietnam,0,0,1
12645571278,Phung Gia Thinh,3/18/1965,Vietnam,0,0,8
74581545756,Ngo Tien Toan,2/14/1965,Vietnam,1,1,14
71003946511,Ly Tuan Nhat,10/12/1985,Vietnam,1,1,9
13932406588,Huynh Ngoc Huong,7/1/1967,Vietnam,0,0,1
35646415218,Mac Duc Nhan,10/19/1970,Vietnam,1,1,6
61652074676,Ho Huu Huong,1/23/1995,Vietnam,0,0,2
58362404673,Huynh Bao Tai,10/19/1961,Vietnam,0,0,0
90060940284,Kieu Phuc Anh,1/20/1992,Vietnam,0,0,4
20807742809,Phan Dinh Trung,6/18/1982,Vietnam,0,0,0
90067962408,Duong Tien Nhat,3/24/1988,Vietnam,1,1,1
55874583654,Kieu Dinh Nghia,9/20/1970,Vietnam,0,0,0
81831620113,Phung Van Khoa,4/17/1999,Vietnam,1,0,3
81533344161,Ly Thu Tai,6/30/1997,Vietnam,1,1,7
23349215711,Lam My Dung,10/19/1961,Vietnam,1,1,15
73817999098,Duong Quoc Trung,6/8/2001,Vietnam,0,0,0
83110450833,Nguyen Thuy Thinh,1/28/1964,Vietnam,1,1,7
89103101525,Bui Gia Ha,11/15/1971,Vietnam,0,0,0
72475187893,Dang Huy Phuc,5/13/1976,Vietnam,0,0,0
38253387640,Pham Tuan Tu,7/18/1995,Vietnam,0,0,7
54943221841,Do Diem Khang,10/7/1988,Vietnam,1,1,18
74894160227,Bui Ngoc Khoa,11/24/1996,Vietnam,0,0,1
17937777908,Kieu Thanh Thang,4/27/1957,Vietnam,1,0,12
94152180745,Vu Xuan Trung,7/26/1979,Vietnam,1,0,18
60337122923,Do Thi Tai,7/13/1988,Vietnam,1,1,8
20281391892,Ngo Huy Quy,1/25/2008,Vietnam,1,1,1
99992569242,Hoang Xuan Nhan,2/26/1993,Vietnam,0,0,0
55309729119,Vu Nhu Nam,7/5/1974,Vietnam,0,0,5
55898471411,Bui Anh Hoa,10/31/1984,Vietnam,1,1,4
98917868338,Ly Van Giang,2/1/1993,Vietnam,1,0,2
36988249282,Mac Nhu Thang,1/3/1970,Vietnam,1,1,1
95413393671,Duong Tien Khang,1/28/2007,Vietnam,0,0,0
15721752409,Dao Thi Nhat,4/1/1979,Vietnam,0,0,0
78298540303,Le Tien Lan,12/16/2003,Vietnam,0,0,0
94206564570,Dang Thi Linh,9/8/1932,Vietnam,1,0,1
10659884348,Huynh Quang Toan,10/13/1982,Vietnam,0,0,0
29236421090,Phung Gia Dat,7/6/1976,Vietnam,0,0,5
13353574471,Vo Nhu Thao,3/12/1978,Vietnam,1,0,20
55626985430,Dao My Binh,11/21/1996,Vietnam,1,1,10
40197882425,Ly Anh Thao,5/27/1993,Vietnam,1,1,1
63874115570,Dinh Thanh My,4/27/2000,Vietnam,0,0,0
10334814180,Do Van Giang,9/11/1980,Vietnam,0,0,16
83978718239,Truong Gia Nhan,6/16/1974,Vietnam,1,1,7
92855243366,Dao Quang Nam,3/10/1967,Vietnam,0,0,0
67150478793,Le Hoang Thao,3/27/1974,Vietnam,0,0,0
80533263665,Dao Quang Thang,9/24/1979,Vietnam,1,1,1
83091551987,Dang Thanh Linh,5/17/1965,Vietnam,1,0,12
17541535217,Pham Phuc Khang,10/19/2003,Vietnam,1,1,1
49905888577,Tran Quoc Giang,4/15/1962,Vietnam,1,1,19
52750246860,Dao Gia Lan,4/4/1972,Vietnam,1,1,3
35413113116,Dang Xuan Vy,11/29/1933,Vietnam,1,0,2
99694754863,Bui Quang Quy,12/30/1975,Vietnam,1,0,17
53233974235,Ngo Thi Loc,1/18/1970,Vietnam,1,0,14
83708396598,Ho Phuong Lan,2/12/1968,Vietnam,1,1,5
41977377517,Vu Ngoc Thinh,7/14/2005,Vietnam,1,0,2
38766220977,To Hoang Nhat,1/31/1991,Vietnam,0,0,0
67830418316,Dinh Anh Hoa,8/14/1976,Vietnam,1,1,4
80390014853,Duong Diem Lan,7/21/1993,Vietnam,0,0,4
65692754824,Dao Thanh Dat,6/7/1968,Vietnam,0,0,0
34253621239,Dao Manh Thinh,7/7/1997,Vietnam,1,1,3
32964689391,Tran Thi Cuong,6/29/1971,Vietnam,0,0,5
48462019617,Dinh Van Cuong,10/10/1996,Vietnam,1,0,1
79513310992,Vo Phuong Ha,2/3/2000,Vietnam,1,0,4
95769088326,Phung Thanh Khang,6/4/1985,Vietnam,1,1,9
39752773611,Nguyen Huy Phuc,3/4/1994,Vietnam,0,0,2
50480009501,Trinh Hoang Phuc,6/11/1991,Vietnam,0,0,0
72447228392,Trinh Phuong Thao,11/1/1961,Vietnam,0,0,0
10854593117,Vu Tuyet Hieu,2/27/1935,Vietnam,1,1,2
42818422950,Mai Thanh Lan,3/21/1986,Vietnam,1,1,4
88068012660,Pham Huu Huong,7/18/1958,Vietnam,1,1,10
27579815277,Dinh Anh Tai,10/27/2005,Vietnam,1,1,1
74182019554,Ngo Dinh Thinh,3/24/1935,Vietnam,1,0,8
26425683705,Vo Duc Thao,2/12/1999,Vietnam,1,0,2
62324588958,Mac Quoc Giang,4/19/1950,Vietnam,1,0,8
44847306824,Dao Manh Vy,1/27/1981,Vietnam,1,1,7
67405959000,Chau Xuan Dat,8/11/1995,Vietnam,1,0,1
90372174705,Duong Nhu Mai,1/27/2008,Vietnam,1,1,1
15705364985,Dang My Tu,9/28/1959,Vietnam,1,0,2
62671268356,Duong Manh Lan,6/5/1982,Vietnam,0,0,7
70785841245,Duong Huu Thinh,12/8/2007,Vietnam,0,0,0
67546250087,Trinh Thuy Hieu,1/25/2002,Vietnam,0,0,1
76123662932,Tran Tien Son,9/21/1952,Vietnam,1,1,22
85753628181,Chau Dinh Diep,12/26/1983,Vietnam,1,0,4
85231340582,Hoang Duc Cuong,9/20/1961,Vietnam,0,0,7
47697867807,Vu Dinh Nghia,3/22/2005,Vietnam,1,1,2
87733132255,Huynh My Anh,8/10/1978,Vietnam,1,0,2
54988939247,Truong Phuc Binh,9/12/1997,Vietnam,1,1,3
22970793607,Phung Thi Trung,1/22/1996,Vietnam,1,0,4
32971059931,Vu Tuan Kien,9/19/1966,Vietnam,1,1,12
29592331599,Huynh Tuyet Quy,11/12/2000,Vietnam,0,0,0
20347054525,Dao Thu Son,4/24/1964,Vietnam,1,1,14
99482654675,Chau Anh Ha,10/13/1982,Vietnam,1,1,3
56401736299,Truong Van Thang,3/7/2008,Vietnam,1,1,1
16570294145,Mai Hoang Lan,4/12/1961,Vietnam,0,0,0
95551005983,Ho Thi Nhan,1/22/2008,Vietnam,1,1,1
88110132539,Chau Van Phong,9/7/1970,Vietnam,1,1,1
94562011345,Dinh Duc Cuong,1/28/1972,Vietnam,1,1,8
72067199590,Lam Van Loc,7/12/2006,Vietnam,1,1,1
37191918306,Bui Thanh Khoa,7/5/1957,Vietnam,1,1,15
31083621830,Huynh Diem Quy,5/11/1999,Vietnam,1,0,2
19134031738,Dang Quang Khoa,8/17/1947,Vietnam,1,1,3
48049753423,Chau Ngoc Huong,2/21/1999,Vietnam,1,1,6
35313229896,Le Quoc Nhat,12/13/2006,Vietnam,1,1,2
42085746545,Lam Dinh Thinh,6/10/1989,Vietnam,1,0,9
65251667668,Vo Thanh Binh,12/8/1975,Vietnam,1,1,1
84457909494,Dao Huy Yen,2/4/1938,Vietnam,0,0,8
53552146982,Mai Duc Khang,12/6/1985,Vietnam,0,0,0
52707318766,Pham Quoc Trung,1/4/1978,Vietnam,1,1,11
32370247148,Pham Nhu Vy,1/26/1995,Vietnam,0,0,0
48965114966,Phan Duc Dat,6/20/1961,Vietnam,1,1,2
42687940792,Duong Nhu Kien,10/17/1986,Vietnam,1,0,16
44497913739,Mac Quoc Nghia,4/2/1974,Vietnam,1,1,9
37984497075,Dang My Dung,10/20/1987,Vietnam,0,0,0
88273294840,Mac Huy Loc,10/4/1987,Vietnam,0,0,5
23825768837,Nguyen Nhu Huong,8/27/1972,Vietnam,1,0,3
59141047500,Huynh Gia Lan,7/18/2002,Vietnam,1,1,5
26513806488,Phan Tuyet Dat,1/8/1970,Vietnam,1,1,11
73272137605,Le Minh Nhan,10/2/1959,Vietnam,0,0,0
94362513944,Bui Quang Giang,9/5/1979,Vietnam,1,1,4
41163330266,Ho Hoang Tai,11/29/1987,Vietnam,1,0,3
53041244069,Trinh Thanh Vy,2/3/1946,Vietnam,1,1,20
47785808152,Kieu Ngoc Vy,6/21/1947,Vietnam,1,1,8
83776839145,Doan Thi Phuc,1/10/1964,Vietnam,1,0,11
97897028509,Dinh Nhu Hieu,10/29/2004,Vietnam,1,1,1
80650293108,Mai Xuan Hieu,2/27/1972,Vietnam,1,1,21
84059505792,Hoang Phuc Cuong,5/24/1975,Vietnam,0,0,1
55555311479,Hoang Quang Khang,9/3/1978,Vietnam,1,0,1
54196506002,Lam Diem Yen,5/2/1972,Vietnam,0,0,0
74159631266,Nguyen Phuong Diep,12/29/1999,Vietnam,1,1,6
58614739366,Ly Quoc Nam,11/23/1955,Vietnam,0,0,5
61614982187,Bui Dinh Nhat,1/31/1990,Vietnam,0,0,1
27425870834,Ly Thi Hieu,4/10/1974,Vietnam,1,1,7
24382895052,Tran Thanh Yen,4/8/1985,Vietnam,0,0,0
61735668212,Duong Diem Giang,7/2/1962,Vietnam,1,0,2
41211717052,Phan Minh Thao,1/25/1931,Vietnam,1,0,3
88622051725,Vu Thu Dung,8/18/1975,Vietnam,1,1,15
36578565523,Vo Thu Phuc,6/27/2007,Vietnam,0,0,1
29410259411,Mai Gia Binh,10/12/2001,Vietnam,0,0,0
67024959273,Vu Quang Nhat,5/2/2000,Vietnam,1,1,6
50796337573,Dinh Quang Hoa,8/31/1977,Vietnam,0,0,0
37552247435,Bui Thu Tai,12/14/1970,Vietnam,0,0,13
97264454044,Mai Tien Phong,5/16/1959,Vietnam,0,0,0
95468831332,Ly Manh Tai,1/24/1969,Vietnam,1,0,2
11785713731,Phan Van Ha,1/30/1991,Vietnam,1,1,1
61127740175,Phung Minh Nhan,4/12/2005,Vietnam,0,0,0
38300752410,Phung Phuong Ha,11/7/1984,Vietnam,1,1,3
57002409258,Mac Thuy Vy,8/29/1985,Vietnam,0,0,0
72534706981,Ngo Minh Phong,11/16/2000,Vietnam,0,0,7
58313803293,Dang Thanh Dat,1/13/1992,Vietnam,0,0,0
25423768062,Ngo Diem Trang,5/16/1984,Vietnam,1,1,4
57081311803,Ngo Van Trung,9/22/1968,Vietnam,0,0,4
27629606603,Do My Vy,4/16/1978,Vietnam,1,1,4
54230668030,Kieu Ngoc Trang,1/25/1988,Vietnam,0,0,0
93456334557,Hoang Tuan Binh,12/22/1967,Vietnam,1,0,25
27873388027,Pham Manh Tai,9/22/1990,Vietnam,1,1,3
19317356082,Trinh Minh Linh,1/6/1969,Vietnam,0,0,8
81085730424,Hoang Quang Thao,4/10/2007,Vietnam,0,0,1
14156154843,Trinh Hoang Trung,4/15/1991,Vietnam,1,1,1
40131316527,Ho Quang My,4/7/1950,Vietnam,0,0,9
97677284905,Mac Dinh Son,3/12/1972,Vietnam,0,0,0
22284860121,Pham Thi Vy,11/16/1985,Vietnam,0,0,0
11596219429,Dang Minh Thao,6/7/1999,Vietnam,1,1,2
85906570122,Mai Van Huong,11/21/1970,Vietnam,1,1,4
97955991490,Ngo Thuy Tai,9/27/1963,Vietnam,1,0,9
69499987860,Do Van Loc,10/26/2004,Vietnam,0,0,2
36297759953,Doan Gia Nhan,5/8/1933,Vietnam,0,0,3
75339332411,Mac Thi Tai,9/25/1975,Vietnam,0,0,0
30653509475,Phung My Thao,4/16/1988,Vietnam,0,0,12
52410668336,Doan Nhu Nhat,4/26/1978,Vietnam,1,1,7
91998357836,Vu Tien Dung,4/28/1998,Vietnam,1,1,1
18314064192,Trinh Tuyet Giang,11/12/1939,Vietnam,1,0,28
47368434263,Bui Huu Phong,4/18/2001,Vietnam,1,0,4
44615928746,Vu Nhu Mai,7/21/1979,Vietnam,0,0,18
66525310075,Phung Quoc Lan,1/23/1935,Vietnam,0,0,5
93470243713,Mai Thanh Son,9/28/1961,Vietnam,1,0,2
22871345644,Trinh Xuan Yen,11/26/1989,Vietnam,1,1,13
94374730976,Truong Manh Tu,11/12/1971,Vietnam,0,0,3
47323538266,Kieu Tuyet Nam,1/12/2002,Vietnam,0,0,0
45954836259,Chau Hoang Loc,9/22/1997,Vietnam,1,1,2
85086682204,Dao Gia Cuong,12/30/1967,Vietnam,0,0,11
13934878102,Le Gia Nhan,8/4/1957,Vietnam,1,0,3
39627567347,Phan Diem Dat,8/19/1997,Vietnam,1,1,9
77372699369,Lam Anh Tai,1/17/1975,Vietnam,1,1,13
68468097083,Duong Xuan Giang,12/20/1997,Vietnam,1,1,1
